#name,base3,graphene3,nacl3,pave3
1K,2527.0,0,4189.0,5355.0
10K,5202.0,0,20658.0,7615.0
100K,62933.0,0,70943.0,61239.0
1M,411256.0,0,364617.0,596294.0
10M,3108169.0,0,3297988.0,5901582.0
