#name,,Base,NaCl,SGX,SGX+NaCl
752.000206942,0.0,0.0,6585.00060648,
777.000844767,0.0,0.0,6596.00055366,
806.000633878,0.0,0.0,6602.00057988,
817.000506805,0.0,0.0,6629.00046184,
1006.00078148,0.0,0.0,6630.00065486,
1031.00055507,0.0,0.0,6637.00055468,
3474.00054524,0.0,0.0,6638.00026891,
3588.00060354,0.0,0.0,6638.0007075,
3672.00077821,0.0,0.0,6642.00081982,
3682.00049272,0.0,0.0,6646.00013903,
3696.00066035,0.0,0.0,6649.00047816,
3697.00057442,0.0,0.0,6660.00064274,
3698.0001982,0.0,0.0,6665.00054144,
3710.00069293,0.0,0.0,6665.0006898,
3712.00040501,0.0,0.0,6667.00056536,
3716.00084583,0.0,0.0,6673.00073307,
3724.00052845,0.0,0.0,6675.00039021,
3725.00071336,0.0,0.0,6675.00041606,
3733.00057706,0.0,0.0,6678.00074423,
3733.00097355,0.0,0.0,6679.00054605,
3737.00057887,0.0,0.0,6702.00082218,
3742.00061978,0.0,0.0,6707.00048549,
3742.00067804,0.0,0.0,6715.00054732,
3747.0007467,0.0,0.0,6722.00023388,
3754.00022713,0.0,0.0,6734.00047969,
3756.00062147,0.0,0.0,6735.00044707,
3758.00070831,0.0,0.0,6735.0005028,
3759.00053815,0.0,0.0,6749.00081483,
3759.00059503,0.0,0.0,6754.00063103,
3761.00066848,0.0,0.0,6757.00069022,
3765.00039912,0.0,0.0,6757.00074015,
3766.00063884,0.0,0.0,6757.00074637,
3767.00062148,0.0,0.0,6759.00053635,
3767.00069194,0.0,0.0,6760.00040449,
3767.00077787,0.0,0.0,6761.00029658,
3768.00054939,0.0,0.0,6770.00063456,
3773.00069233,0.0,0.0,6779.00057681,
3773.00076459,0.0,0.0,6784.00058025,
3774.00048333,0.0,0.0,6786.00023322,
3776.00037109,0.0,0.0,6798.00030127,
3778.00042661,0.0,0.0,6799.00066492,
3779.0006639,0.0,0.0,6799.00066955,
3780.00017467,0.0,0.0,6799.00072059,
3780.00036061,0.0,0.0,6800.00044127,
3782.00025757,0.0,0.0,6806.00051398,
3785.00045495,0.0,0.0,6809.00050515,
3785.00053735,0.0,0.0,6809.00077812,
3786.00055629,0.0,0.0,6814.00052922,
3787.00068102,0.0,0.0,6815.00051554,
3788.00090939,0.0,0.0,6819.00069297,
3789.00056441,0.0,0.0,6821.00022242,
3792.00041869,0.0,0.0,6821.0002978,
3794.00046874,0.0,0.0,6822.00050336,
3794.00055036,0.0,0.0,6822.00054563,
3797.0007569,0.0,0.0,6822.00061353,
3799.00028417,0.0,0.0,6825.00033449,
3799.00053427,0.0,0.0,6826.00023642,
3801.00045322,0.0,0.0,6827.00065519,
3801.00058438,0.0,0.0,6833.00034386,
3804.00056852,0.0,0.0,6835.00067928,
3804.00076051,0.0,0.0,6836.00044533,
3805.00016389,0.0,0.0,6836.00086907,
3805.00041841,0.0,0.0,6838.00051925,
3805.00043228,0.0,0.0,6838.00059094,
3806.00052776,0.0,0.0,6839.00040798,
3806.00061423,0.0,0.0,6842.00056026,
3806.00062735,0.0,0.0,6843.00041677,
3809.0003929,0.0,0.0,6843.00058298,
3809.00064525,0.0,0.0,6843.00069339,
3810.00055359,0.0,0.0,6843.00082557,
3812.00046039,0.0,0.0,6844.00015777,
3813.00051783,0.0,0.0,6844.00068686,
3813.00077964,0.0,0.0,6846.00055074,
3814.0005979,0.0,0.0,6849.00047294,
3816.00066165,0.0,0.0,6849.0008144,
3817.00031561,0.0,0.0,6852.00050764,
3817.00035323,0.0,0.0,6853.0005136,
3818.00034904,0.0,0.0,6855.00058724,
3818.00050743,0.0,0.0,6855.00061238,
3818.00055588,0.0,0.0,6855.00064024,
3820.00053476,0.0,0.0,6856.00021302,
3820.00054996,0.0,0.0,6857.00036604,
3821.00071017,0.0,0.0,6857.00049261,
3822.00047384,0.0,0.0,6858.0004915,
3822.00062445,0.0,0.0,6860.00068731,
3823.00056724,0.0,0.0,6861.00053999,
3824.00033587,0.0,0.0,6861.00082853,
3825.00058274,0.0,0.0,6862.00039722,
3826.00023211,0.0,0.0,6864.00026,
3826.00046834,0.0,0.0,6864.00055401,
3826.00056427,0.0,0.0,6865.00026176,
3828.00034208,0.0,0.0,6866.00050016,
3828.0005494,0.0,0.0,6866.00071365,
3829.00060856,0.0,0.0,6867.00037461,
3831.00072504,0.0,0.0,6867.00055742,
3833.00033609,0.0,0.0,6868.00065273,
3834.00077867,0.0,0.0,6870.00055996,
3836.0005954,0.0,0.0,6872.00063937,
3837.00066445,0.0,0.0,6875.00053869,
3838.00047693,0.0,0.0,6875.00056041,
3839.00012611,0.0,0.0,6879.00040061,
3839.00061043,0.0,0.0,6880.0004775,
3840.00056709,0.0,0.0,6880.00069466,
3840.00058889,0.0,0.0,6881.00058068,
3842.00052816,0.0,0.0,6881.00076862,
3842.00060141,0.0,0.0,6883.00019462,
3842.00070686,0.0,0.0,6884.00027126,
3843.0004677,0.0,0.0,6887.00051007,
3844.00067121,0.0,0.0,6888.00035465,
3845.00032784,0.0,0.0,6888.00045205,
3847.00056537,0.0,0.0,6889.00079528,
3848.0001626,0.0,0.0,6891.00037545,
3848.00061752,0.0,0.0,6893.00062547,
3850.00031659,0.0,0.0,6895.0008546,
3850.00033123,0.0,0.0,6897.00076774,
3850.00037525,0.0,0.0,6901.00050401,
3850.00057329,0.0,0.0,6902.00040732,
3851.0002466,0.0,0.0,6903.00051257,
3853.00034589,0.0,0.0,6904.00037984,
3853.00034932,0.0,0.0,6909.00012261,
3855.00074393,0.0,0.0,6910.00031944,
3857.00032314,0.0,0.0,6910.00038771,
3857.00048122,0.0,0.0,6916.00070056,
3858.00038201,0.0,0.0,6917.00038109,
3858.00083754,0.0,0.0,6920.00022743,
3859.00042641,0.0,0.0,6920.00053272,
3859.00051548,0.0,0.0,6923.00075592,
3859.00054312,0.0,0.0,6925.000654,
3860.00019323,0.0,0.0,6926.00029815,
3860.00046509,0.0,0.0,6926.00032752,
3860.00047099,0.0,0.0,6930.00057286,
3860.00082232,0.0,0.0,6931.00086484,
3860.00088815,0.0,0.0,6932.00056834,
3861.00030015,0.0,0.0,6934.00041691,
3861.00062263,0.0,0.0,6935.00034107,
3862.00090623,0.0,0.0,6935.00062209,
3863.00061302,0.0,0.0,6936.00033957,
3863.00076975,0.0,0.0,6936.00040582,
3863.00082774,0.0,0.0,6940.00067933,
3865.00051686,0.0,0.0,6942.00078285,
3865.00060657,0.0,0.0,6946.00048899,
3865.00082542,0.0,0.0,6951.0006057,
3867.0006923,0.0,0.0,6952.00077318,
3870.00052669,0.0,0.0,6956.00012494,
3870.00071349,0.0,0.0,6958.00059204,
3873.00048534,0.0,0.0,6959.00045896,
3873.00062844,0.0,0.0,6959.00076987,
3875.00026947,0.0,0.0,6960.00054782,
3875.00034677,0.0,0.0,6960.0005986,
3875.00040391,0.0,0.0,6960.00076812,
3875.00049168,0.0,0.0,6963.00024188,
3875.00079372,0.0,0.0,6963.00050774,
3877.00017871,0.0,0.0,6967.0007804,
3878.0005543,0.0,0.0,6968.00075125,
3880.00066755,0.0,0.0,6970.00058449,
