#name,Base,NaCl,SGX,SGX+NaCl
1 KB,53671190.0277154,0.0,0.0,14916717.209945355,
2 KB,9693000.187716298,0.0,0.0,9440495.042667435,
4 KB,9718616.397904241,0.0,0.0,7835552.679579143,
8 KB,15854267.666882256,0.0,0.0,15489496.577868367,
#16 KB,16065906.361434104,0.0,0.0,15508576.158554252,
#32 KB,11107853.601166526,0.0,0.0,11023121.87930189,
#64 KB,11160304.760790708,0.0,0.0,16875289.42466395,
#128 KB,19678271.854257513,0.0,0.0,14762485.42308208,
